step,entropy,energy,anomaly
155,-4232355.0426223,2.5476255451359913e-06,1.5567175348961552e-05
156,-4473236.759473563,2.2845170071279497e-06,1.4738982030954675e-05
157,-4792061.559594136,2.048665175269395e-06,1.3955134680518272e-05
158,-5064493.096931989,1.8372368092005662e-06,1.3213240292531626e-05
159,-5425705.805461512,1.6476942760578645e-06,1.2511036214347094e-05
160,-5733098.9398255665,1.4777645805311753e-06,1.1846382962924454e-05
161,-6137757.800495483,1.3254116544366831e-06,1.1217257443431429e-05
162,-6487574.244536882,1.1888115609985745e-06,1.062174654647221e-05
163,-6944922.051678131,1.0663303057157543e-06,1.005804110243396e-05
164,-7341400.439674338,9.5650397844508e-07,9.524430172689749e-06
165,-7854504.857792923,8.580209805840868e-07,9.019295658570752e-06
166,-8302944.149245528,7.697061173612198e-07,8.541107210124789e-06
167,-8883257.353284143,6.905063585766246e-07,8.088417417717051e-06
168,-9384740.347014414,6.19478091981606e-07,7.659857270506148e-06
169,-10043944.005586838,5.557757121073746e-07,7.254131866747972e-06
170,-10612877.067406477,4.986414039922204e-07,6.870016361745108e-06
171,-11359638.437553572,4.473959961235197e-07,6.506352140073648e-06
172,-12000316.761324076,4.0143077019674003e-07,6.16204319948571e-06
173,-12834034.32697597,3.6020012716717476e-07,5.8360527346072224e-06
174,-13556069.04083939,3.2321501968253014e-07,5.527399909229736e-06
175,-14500291.986253662,2.9003707047048713e-07,5.235156806634356e-06
176,-15320657.313426586,2.6027330473523864e-07,4.95844554798804e-06
177,-16374168.097309692,2.335714321981076e-07,4.696435569419431e-06
178,-17309026.438151754,2.0961562119549035e-07,4.448341048915484e-06
179,-18492706.740759335,1.8812271330809062e-07,4.213418474683112e-06
180,-19545266.652182702,1.688388324150618e-07,3.9909643470938995e-06
181,-20893404.259207126,1.5153634691345965e-07,3.780313006776423e-06
182,-22069675.47570791,1.3601114817819823e-07,3.5808345818412313e-06
183,-23584171.63130073,1.2208021221488754e-07,3.3919330476199678e-06
184,-24922542.171536475,1.0957941492606613e-07,3.2130443926735632e-06
185,-26626520.109127298,9.836157451382044e-08,3.0436348851764837e-06
186,-28129755.65544279,8.829469731734731e-08,2.8831994341157907e-06
187,-30034811.889747005,7.92604058672977e-08,2.7312600400565415e-06
188,-31740125.925376903,7.115253016066785e-08,2.5873643305199054e-06
189,-33913389.58257073,6.387584514822676e-08,2.451084175298348e-06
190,-35807458.69471068,5.7344939205682706e-08,2.3220143772943252e-06
191,-38261814.35108632,5.148319995207972e-08,2.199771434716109e-06
192,-40393043.688681126,4.622190520400622e-08,2.0839923706973795e-06
193,-43156266.62931576,4.149940812973389e-08,1.974333626627076e-06
194,-45569733.11820386,3.72604068091514e-08,1.8704700156832787e-06
195,-48673003.80217759,3.345528942741357e-08,1.7720937332604543e-06
196,-51406656.26585502,3.003954724519561e-08,1.678913421163849e-06
197,-54872522.93841113,2.697324830759377e-08,1.5906532826188488e-06
198,-57974439.55145634,2.422056558712761e-08,1.5070522453072839e-06
199,-61872570.472947806,2.1749353912987312e-08,1.42786316979757e-06
